w2,w1,count_w1_w2,count_w1,count_w2,pmi,sppmi,k11,k12,k21,k22,row1,row2,col1,col2,LLR_Score
laoinn,drom,3,342,3,7.655473186395096,6.655473186395096,3,339,0,68611,342,68611,3,68950,31.864480479923085
bholgáin,roisín,2,25,2,11.42946951150627,10.42946951150627,2,23,0,68928,25,68928,2,68951,31.85360624641956
tsnátha,gleanntán,2,25,2,11.42946951150627,10.42946951150627,2,23,0,68928,25,68928,2,68951,31.85360624641956
mór,fhaiche,10,27,2525,3.3382986214783688,2.3382986214783688,10,17,2515,66411,27,68926,2525,66428,31.851298891492974
bán,taobh,7,63,323,4.568010345144757,3.5680103451447573,7,56,316,68574,63,68890,323,68630,31.803367738341628
monaidh,carn,3,114,5,8.503470092950048,7.503470092950048,3,111,2,68837,114,68839,5,68948,31.78573834539978
mhuirisín,baile,9,8348,10,2.89410772267611,1.89410772267611,9,8339,1,60604,8348,60605,10,68943,31.76996477080671
cúl,ráth,10,1086,57,3.477555394199254,2.477555394199254,10,1076,47,67820,1086,67867,57,68896,31.646268436997893
eonáin,inis,3,355,3,7.601650486888951,6.601650486888951,3,352,0,68598,355,68598,3,68950,31.63966892031507
ceithleann,inis,3,355,3,7.601650486888951,6.601650486888951,3,352,0,68598,355,68598,3,68950,31.63966892031507
snag,inis,3,355,3,7.601650486888951,6.601650486888951,3,352,0,68598,355,68598,3,68950,31.63966892031507
snáite,inis,3,355,3,7.601650486888951,6.601650486888951,3,352,0,68598,355,68598,3,68950,31.63966892031507
díomáin,inis,3,355,3,7.601650486888951,6.601650486888951,3,352,0,68598,355,68598,3,68950,31.63966892031507
caillí,coiscéim,3,8,63,8.681008278502235,7.681008278502235,3,5,60,68885,8,68945,63,68890,31.557018019733654
sméar,fheadán,2,3,11,12.02893158192254,11.02893158192254,2,1,9,68941,3,68950,11,68942,31.542186011657343
chorr,cheathrú,5,300,21,5.774117682893716,4.774117682893716,5,295,16,68637,300,68653,21,68932,31.541917116758086
ghearr,cheathrú,5,300,21,5.774117682893716,4.774117682893716,5,295,16,68637,300,68653,21,68932,31.541917116758086
bollaí,fhaiche,2,27,2,11.318438199117526,10.318438199117526,2,25,0,68926,27,68926,2,68951,31.533264036270907
liath,choill,11,258,295,3.3169589202458343,2.3169589202458343,11,247,284,68411,258,68695,295,68658,31.51336742482755
gamhna,cluain,7,1448,17,4.293371895005055,3.2933718950050546,7,1441,10,67495,1448,67505,17,68936,31.50622887478955
broc,cluain,7,1448,17,4.293371895005055,3.2933718950050546,7,1441,10,67495,1448,67505,17,68936,31.50622887478955
saotha,maigh,3,363,3,7.569499963285244,6.569499963285244,3,360,0,68590,363,68590,3,68950,31.505396794630556
gcorbáin,maigh,3,363,3,7.569499963285244,6.569499963285244,3,360,0,68590,363,68590,3,68950,31.505396794630556
ghuala,maigh,3,363,3,7.569499963285244,6.569499963285244,3,360,0,68590,363,68590,3,68950,31.505396794630556
tuireadh,maigh,3,363,3,7.569499963285244,6.569499963285244,3,360,0,68590,363,68590,3,68950,31.505396794630556
gheis,ghleann,3,92,6,8.549763745223983,7.5497637452239825,3,89,3,68858,92,68861,6,68947,31.50511120938068
thiar,tarbh,6,13,1146,4.795457155104153,3.7954571551041534,6,7,1140,67800,13,68940,1146,67807,31.485318006613902
gloine,teach,3,174,4,8.215344706153424,7.215344706153424,3,171,1,68778,174,68779,4,68949,31.450929180070176
teampla,teach,3,174,4,8.215344706153424,7.215344706153424,3,171,1,68778,174,68779,4,68949,31.450929180070176
mór,bán,23,157,2525,2.0001992359198613,1.0001992359198613,23,134,2502,66294,157,68796,2525,66428,31.44410131998331
caocháin,cluain,6,1448,11,4.699010696281648,3.699010696281648,6,1442,5,67500,1448,67505,11,68942,31.436444751327485
éireann,folach,2,6,5,12.166435105672477,11.166435105672477,2,4,3,68944,6,68947,5,68948,31.42413623610095
maolchon,ard,4,527,6,6.446704048922624,5.446704048922624,4,523,2,68424,527,68426,6,68947,31.414331689145186
dumha,maigh,5,363,18,5.721503056730294,4.721503056730294,5,358,13,68577,363,68590,18,68935,31.401645852133456
ceallaigh,díseart,3,37,13,8.748395118232109,7.748395118232109,3,34,10,68906,37,68916,13,68940,31.39609962990035
hamaltún,bábhún,2,28,2,11.265970779223391,10.265970779223391,2,26,0,68925,28,68925,2,68951,31.382230964402932
shleasa,gréach,2,28,2,11.265970779223391,10.265970779223391,2,26,0,68925,28,68925,2,68951,31.382230964402932
thancaird,baile,12,8348,17,2.5436104755919766,1.5436104755919766,12,8336,5,60600,8348,60605,17,68936,31.38051597097746
séanáin,ros,3,371,3,7.538050324660192,6.538050324660192,3,368,0,68582,371,68582,3,68950,31.37406386441653
bairneach,ros,3,371,3,7.538050324660192,6.538050324660192,3,368,0,68582,371,68582,3,68950,31.37406386441653
aodha,ghiolla,4,16,148,6.8638723356520455,5.8638723356520455,4,12,144,68793,16,68937,148,68805,31.316064496977774
phiarais,fearann,6,388,33,5.01398124045657,4.01398124045657,6,382,27,68538,388,68565,33,68920,31.261726508851858
dola,cor,2,8,4,12.073325701280996,11.073325701280996,2,6,2,68943,8,68945,4,68949,31.249883169880526
tsearraigh,máthair,2,4,8,12.073325701280996,11.073325701280996,2,2,6,68943,4,68949,8,68945,31.249883169880526
dhaoile,tuaim,3,96,6,8.488363200559839,7.488363200559839,3,93,3,68854,96,68857,6,68947,31.245937084682232
ruaille,eas,2,29,2,11.215344706153424,10.215344706153424,2,27,0,68924,29,68924,2,68951,31.236696182118024
danainne,eas,2,29,2,11.215344706153424,10.215344706153424,2,27,0,68924,29,68924,2,68951,31.236696182118024
cál,áth,3,381,3,7.499678513787673,6.499678513787673,3,378,0,68572,381,68572,3,68950,31.213839868662546
méadal,áth,3,381,3,7.499678513787673,6.499678513787673,3,378,0,68572,381,68572,3,68950,31.213839868662546
bhaoithín,crois,3,126,5,8.359080183614873,7.359080183614873,3,123,2,68825,126,68827,5,68948,31.17828810793368
íochtaracha,tinní,2,3,12,11.903400699838683,10.903400699838683,2,1,10,68940,3,68950,12,68941,31.15981089645856
uachtaracha,hoirthir,2,3,12,11.903400699838683,10.903400699838683,2,1,10,68940,3,68950,12,68941,31.15981089645856
seymour,fearta,2,12,3,11.903400699838683,10.903400699838683,2,10,1,68940,12,68941,3,68950,31.159810896458556
bhfaoileann,rinn,4,236,11,6.731251033281856,5.731251033281856,4,232,7,68710,236,68717,11,68942,31.113329658519444
chantaire,fearann,3,388,3,7.473412859093867,6.473412859093867,3,385,0,68565,388,68565,3,68950,31.104175680734105
mháille,uí,7,2137,13,4.118869712537696,3.1188697125376956,7,2130,6,66810,2137,66816,13,68940,31.09031494864419
choinn,ghráinseach,4,72,32,6.9034006998386825,5.9034006998386825,4,68,28,68853,72,68881,32,68921,31.084315243324326
dubh,ráithín,11,104,763,3.2567783549426697,2.2567783549426697,11,93,752,68097,104,68849,763,68190,31.069150598771525
mhóinín,baile,16,8348,29,2.1881298209935873,1.1881298209935873,16,8332,13,60592,8348,60605,29,68924,31.049780787007343
eo,mhaigh,3,25,20,8.692503917340064,7.692503917340064,3,22,17,68911,25,68928,20,68933,31.011516528900987
chaitlín,cora,3,100,6,8.42946951150627,7.429469511506269,3,97,3,68850,100,68853,6,68947,30.997525318187805
noileán,loch,5,1826,6,4.975820245462979,3.9758202454629794,5,1821,1,67126,1826,67127,6,68947,30.973112762843616
chlochar,loch,5,1826,6,4.975820245462979,3.9758202454629794,5,1821,1,67126,1826,67127,6,68947,30.973112762843616
cholpa,maigh,4,363,8,6.569499963285243,5.569499963285243,4,359,4,68586,363,68590,8,68945,30.969637468770845
álainn,tulaigh,5,318,21,5.690053418105241,4.690053418105241,5,313,16,68619,318,68635,21,68932,30.962851597449195
chlutair,talamh,2,31,2,11.11912939089412,10.11912939089412,2,29,0,68922,31,68922,2,68951,30.960615018240617
reachrann,port,3,189,4,8.096045777781079,7.096045777781079,3,186,1,68763,189,68764,4,68949,30.951064141975692
bruíon,bóthar,4,155,16,6.797201296006757,5.797201296006757,4,151,12,68786,155,68798,16,68937,30.94383374659393
ioraird,cluain,4,1448,4,5.573479814197789,4.573479814197789,4,1444,0,67505,1448,67505,4,68949,30.916762418895825
sosta,cluain,4,1448,4,5.573479814197789,4.573479814197789,4,1444,0,67505,1448,67505,4,68949,30.916762418895825
pruachais,cluain,4,1448,4,5.573479814197789,4.573479814197789,4,1444,0,67505,1448,67505,4,68949,30.916762418895825
treá,cluain,4,1448,4,5.573479814197789,4.573479814197789,4,1444,0,67505,1448,67505,4,68949,30.916762418895825
domhan,sraith,3,32,16,8.65828820200215,7.658288202002151,3,29,13,68908,32,68921,16,68937,30.911468893456757
nócam,sraith,2,32,2,11.073325701280995,10.073325701280995,2,30,0,68921,32,68921,2,68951,30.829408677653028
wallace,chrois,2,32,2,11.073325701280995,10.073325701280995,2,30,0,68921,32,68921,2,68951,30.829408677653028
loimpre,creig,2,32,2,11.073325701280995,10.073325701280995,2,30,0,68921,32,68921,2,68951,30.829408677653028
bháda,creig,2,32,2,11.073325701280995,10.073325701280995,2,30,0,68921,32,68921,2,68951,30.829408677653028
nuadáin,sraith,2,32,2,11.073325701280995,10.073325701280995,2,30,0,68921,32,68921,2,68951,30.829408677653028
liatháin,deochain,2,2,32,11.073325701280995,10.073325701280995,2,0,30,68921,2,68951,32,68921,30.829408677653028
dhraighnín,imleach,2,32,2,11.073325701280995,10.073325701280995,2,30,0,68921,32,68921,2,68951,30.829408677653028
tuaithe,muiriúch,2,3,13,11.787923482418748,10.787923482418748,2,1,11,68939,3,68950,13,68940,30.810910349808218
éanna,feart,2,3,13,11.787923482418748,10.787923482418748,2,1,11,68939,3,68950,13,68940,30.810910349808218
dheá,dhomhnach,2,3,13,11.787923482418748,10.787923482418748,2,1,11,68939,3,68950,13,68940,30.810910349808218
domhnaigh,cros,3,11,49,8.584146739249645,7.584146739249645,3,8,46,68896,11,68942,49,68904,30.803292070035056
cora,barr,7,246,88,4.478734499362061,3.4787344993620612,7,239,81,68626,246,68707,88,68865,30.797379573951023
thoir,peambróg,5,8,1115,5.27242580136069,4.27242580136069,5,3,1110,67835,8,68945,1115,67838,30.780170471756264
mhín,loch,14,1826,81,2.706359570469752,1.7063595704697518,14,1812,67,67060,1826,67127,81,68872,30.773693291640765
uisce,mhada,3,5,135,8.259544510063957,7.259544510063957,3,2,132,68816,5,68948,135,68818,30.760017714865207
eolaing,cam,2,9,4,11.903400699838683,10.903400699838683,2,7,2,68942,9,68944,4,68949,30.71259191929076
beara,ghaoth,2,4,9,11.903400699838683,10.903400699838683,2,2,7,68942,4,68949,9,68944,30.71259191929076
gort,lios,5,1124,8,5.260827475947432,4.260827475947432,5,1119,3,67826,1124,67829,8,68945,30.70039302245935
dúgáin,lios,5,1124,8,5.260827475947432,4.260827475947432,5,1119,3,67826,1124,67829,8,68945,30.70039302245935
chill,diméin,6,123,104,5.015333978521818,4.015333978521818,6,117,98,68732,123,68830,104,68849,30.69954717959861
leath,árann,2,5,7,11.94404268433603,10.94404268433603,2,3,5,68943,5,68948,7,68946,30.686619041349527
pádraig,ard,7,527,43,4.412756716999286,3.4127567169992856,7,520,36,68390,527,68426,43,68910,30.666531167202045
choirce,gort,7,923,26,4.330054067551733,3.3300540675517327,7,916,19,68011,923,68030,26,68927,30.660944453859905
odhráin,cill,10,2693,27,3.245367779503217,2.245367779503217,10,2683,17,66243,2693,66260,27,68926,30.646634666380656
bhodhra,achaidh,2,34,2,10.985862860030656,9.985862860030656,2,32,0,68919,34,68919,2,68951,30.579245662393415
ghae,achaidh,2,34,2,10.985862860030656,9.985862860030656,2,32,0,68919,34,68919,2,68951,30.579245662393415
thairbh,droim,5,1146,8,5.232862467411453,4.232862467411453,5,1141,3,67804,1146,67807,8,68945,30.508072540826387
siúire,carraig,4,819,5,6.073677964752624,5.073677964752624,4,815,1,68133,819,68134,5,68948,30.503863752353617
clochair,coillte,3,65,9,8.465995387531384,7.465995387531384,3,62,6,68882,65,68888,9,68944,30.494811208725256
ghlaisín,uí,6,2137,9,4.426992007900028,3.4269920079000276,6,2131,3,66813,2137,66816,9,68944,30.435727623278687
áth,glaise,4,40,62,6.797201296006757,5.797201296006757,4,36,58,68855,40,68913,62,68891,30.429906521133724
lisín,cnoc,8,2293,18,3.7403800602578885,2.7403800602578885,8,2285,10,66650,2293,66660,18,68935,30.427554306858962
gcormacáin,mainistir,3,143,5,8.176488770336398,7.176488770336398,3,140,2,68808,143,68810,5,68948,30.41127943510118
coill,bóthar,5,155,43,5.692864636192022,4.692864636192022,5,150,38,68760,155,68798,43,68910,30.393528436589087
caorthainn,bealach,4,166,16,6.698286269934069,5.698286269934069,4,162,12,68775,166,68787,16,68937,30.39221411680843
hó,átha,3,437,3,7.301836231780397,6.301836231780397,3,434,0,68516,437,68516,3,68950,30.38799491240669
póirín,átha,3,437,3,7.301836231780397,6.301836231780397,3,434,0,68516,437,68516,3,68950,30.38799491240669
ragad,átha,3,437,3,7.301836231780397,6.301836231780397,3,434,0,68516,437,68516,3,68950,30.38799491240669
ghéag,átha,3,437,3,7.301836231780397,6.301836231780397,3,434,0,68516,437,68516,3,68950,30.38799491240669
phort,diméin,4,123,21,6.738493773162995,5.738493773162995,4,119,17,68813,123,68830,21,68932,30.3716562308707
calaidh,cluain,5,1448,7,5.088052987027548,4.088052987027548,5,1443,2,67503,1448,67505,7,68946,30.358171429134327
siabhra,cluain,5,1448,7,5.088052987027548,4.088052987027548,5,1443,2,67503,1448,67505,7,68946,30.358171429134327
léith,chabha,2,2,36,10.903400699838683,9.903400699838683,2,0,34,68917,2,68951,36,68917,30.343815662172208
beag,mhorn,4,4,1558,5.467846183219326,4.467846183219326,4,0,1554,67395,4,68949,1558,67395,30.33022365484491
chonalláin,muine,3,145,5,8.156451017099855,7.1564510170998545,3,142,2,68806,145,68808,5,68948,30.327180681186633
neo,muine,3,145,5,8.156451017099855,7.1564510170998545,3,142,2,68806,145,68808,5,68948,30.327180681186633
iarainn,chon,3,11,53,8.470936128801654,7.470936128801654,3,8,50,68892,11,68942,53,68900,30.318959423573013
amhlaidh,mac,5,980,9,5.288690855723474,4.288690855723474,5,975,4,67969,980,67973,9,68944,30.31010051754392
gofraidh,mac,5,980,9,5.288690855723474,4.288690855723474,5,975,4,67969,980,67973,9,68944,30.31010051754392
bandan,droichead,3,444,3,7.278909834930889,6.278909834930889,3,441,0,68509,444,68509,3,68950,30.292320531103698
baile,plotaí,3,3,445,7.275664175427235,6.275664175427235,3,0,442,68508,3,68950,445,68508,30.27877645553251
bháin,cholmáin,3,15,38,8.503470092950048,7.503470092950048,3,12,35,68903,15,68938,38,68915,30.26488218073157
ing,dún,5,667,12,5.428748344262616,4.428748344262616,5,662,7,68279,667,68286,12,68941,30.255554278306448
chríoch,díseart,2,37,2,10.863872335652045,9.863872335652045,2,35,0,68916,37,68916,2,68951,30.231102325701006
gailine,díseart,2,37,2,10.863872335652045,9.863872335652045,2,35,0,68916,37,68916,2,68951,30.231102325701006
donnabháin,daingean,2,37,2,10.863872335652045,9.863872335652045,2,35,0,68916,37,68916,2,68951,30.231102325701006
raoi,con,2,15,3,11.581472604951319,10.581472604951319,2,13,1,68937,15,68938,3,68950,30.193132925898766
mhacha,eamhain,2,3,15,11.581472604951319,10.581472604951319,2,1,13,68937,3,68950,15,68938,30.193132925898766
fhailí,uíbh,2,15,3,11.581472604951319,10.581472604951319,2,13,1,68937,15,68938,3,68950,30.193132925898766
bhleathach,ceathrú,3,452,3,7.253146738865807,6.253146738865807,3,449,0,68501,452,68501,3,68950,30.184814451008513
uirbeach,theas,3,7,94,8.29634442826691,7.296344428266909,3,4,91,68855,7,68946,94,68859,30.133815136204074
urláir,achaidh,3,34,17,8.483362519501473,7.483362519501473,3,31,14,68905,34,68919,17,68936,30.130261036428237
mosóg,maol,2,38,2,10.82539818783741,9.82539818783741,2,36,0,68915,38,68915,2,68951,30.121478986750684
dortáin,maol,2,38,2,10.82539818783741,9.82539818783741,2,36,0,68915,38,68915,2,68951,30.121478986750684
bhán,chora,6,54,253,4.920407125144372,3.920407125144372,6,48,247,68652,54,68899,253,68700,30.107187293617436
hanraí,baile,11,8348,15,2.5986518391499382,1.5986518391499382,11,8337,4,60601,8348,60605,15,68938,30.097296845630915
mhálanna,bá,3,80,8,8.336360107114789,7.336360107114789,3,77,5,68868,80,68873,8,68945,30.09488759231679
céile,cill,6,2693,8,4.263289687500479,3.263289687500479,6,2687,2,66258,2693,66260,8,68945,30.08773423658014
liaine,cill,6,2693,8,4.263289687500479,3.263289687500479,6,2687,2,66258,2693,66260,8,68945,30.08773423658014
mocheallóg,cill,6,2693,8,4.263289687500479,3.263289687500479,6,2687,2,66258,2693,66260,8,68945,30.08773423658014
fhionn,cúl,7,886,28,4.282162812725976,3.282162812725976,7,879,21,68046,886,68067,28,68925,30.065448175107758
mhálanna,úig,2,5,8,11.751397606393633,10.751397606393633,2,3,6,68942,5,68948,8,68945,30.065117994818046
eala,lainn,2,5,8,11.751397606393633,10.751397606393633,2,3,6,68942,5,68948,8,68945,30.065117994818046
ryan,tóchair,2,8,5,11.751397606393633,10.751397606393633,2,6,3,68942,8,68945,5,68948,30.065117994818042
chonnacht,muintir,2,8,5,11.751397606393633,10.751397606393633,2,6,3,68942,8,68945,5,68948,30.065117994818042
tiníleach,clós,2,8,5,11.751397606393633,10.751397606393633,2,6,3,68942,8,68945,5,68948,30.065117994818042
cathail,ros,5,371,20,5.538050324660191,4.538050324660191,5,366,15,68567,371,68582,20,68933,29.98339720412192
maí,dara,3,15,40,8.42946951150627,7.429469511506269,3,12,37,68901,15,68938,40,68913,29.94533180319539
bhuí,dáith,3,4,224,7.850933279944546,6.850933279944546,3,1,221,68728,4,68949,224,68729,29.92517429408288
mhuaidhe,mór,3,224,4,7.850933279944546,6.850933279944546,3,221,1,68728,224,68729,4,68949,29.925174294082876
córach,rú,2,16,3,11.488363200559839,10.488363200559839,2,14,1,68936,16,68937,3,68950,29.916750794517224
éime,leic,2,40,2,10.751397606393633,9.751397606393633,2,38,0,68913,40,68913,2,68951,29.910855367209127
maí,oirthear,2,2,40,10.751397606393633,9.751397606393633,2,0,38,68913,2,68951,40,68913,29.910855367209127
urláir,ceathrú,5,452,17,5.4876119925028295,4.4876119925028295,5,447,12,68489,452,68501,17,68936,29.889135099986913
chaorthainn,corr,6,503,29,4.8258926170690515,3.8258926170690515,6,497,23,68427,503,68450,29,68924,29.881951481347386
clár,corr,4,503,7,6.2915561894178635,5.2915561894178635,4,499,3,68447,503,68450,7,68946,29.87925231019422
roisín,loch,9,1826,30,3.5018890571305668,2.5018890571305668,9,1817,21,67106,1826,67127,30,68923,29.876670359952136
choll,cúl,4,886,5,5.960234717838614,4.960234717838614,4,882,1,68066,886,68067,5,68948,29.875286539570872
mheasa,achadh,3,477,3,7.175480245275483,6.175480245275483,3,474,0,68476,477,68476,3,68950,29.860760486256392
gallan,achadh,3,477,3,7.175480245275483,6.175480245275483,3,474,0,68476,477,68476,3,68950,29.860760486256392
fhíonach,achadh,3,477,3,7.175480245275483,6.175480245275483,3,474,0,68476,477,68476,3,68950,29.860760486256392
deo,achadh,3,477,3,7.175480245275483,6.175480245275483,3,474,0,68476,477,68476,3,68950,29.860760486256392
mhacha,ard,5,527,15,5.446704048922625,4.446704048922625,5,522,10,68416,527,68426,15,68938,29.843605508187288
cham,cúl,5,886,10,5.282162812725977,4.282162812725977,5,881,5,68062,886,68067,10,68943,29.838203686354635
fobhair,cúl,5,886,10,5.282162812725977,4.282162812725977,5,881,5,68062,886,68067,10,68943,29.838203686354635
chab,béal,3,479,3,7.169443855544816,6.169443855544816,3,476,0,68474,479,68474,3,68950,29.835576735456527
ghriaire,caisleán,3,480,3,7.166435105672477,6.166435105672477,3,477,0,68473,480,68473,3,68950,29.823024388419796
thuaidh,gharbh,6,18,876,4.713576140958665,3.713576140958665,6,12,870,68065,18,68935,876,68077,29.820724402822034
mór,cluanach,9,23,2525,3.417621074139775,2.417621074139775,9,14,2516,66414,23,68930,2525,66428,29.8122028542187
tríonóide,paróiste,3,84,8,8.265970779223391,7.265970779223391,3,81,5,68864,84,68869,8,68945,29.79723584299027
dubh,choill,16,258,763,2.4865591990232097,1.4865591990232097,16,242,747,67948,258,68695,763,68190,29.78380834243533
ríoga,chanáil,2,6,7,11.681008278502235,10.681008278502235,2,4,5,68942,6,68947,7,68946,29.778710735096347
chubhair,sceilp,2,7,6,11.681008278502235,10.681008278502235,2,5,4,68942,7,68946,6,68947,29.778710735096343
chláir,coill,10,896,75,3.359080183614872,2.359080183614872,10,886,65,67992,896,68057,75,68878,29.756485452743895
baile,bá,8,80,445,3.9537360805398722,2.9537360805398722,8,72,437,68436,80,68873,445,68508,29.736296099893885
meánach,trian,4,55,49,6.677256143641126,5.677256143641126,4,51,45,68853,55,68898,49,68904,29.72698233158526
garbháin,áth,5,381,20,5.499678513787672,4.499678513787672,5,376,15,68557,381,68572,20,68933,29.720014714760246
maoláin,ráth,7,1086,24,4.210909734813081,3.2109097348130806,7,1079,17,67850,1086,67867,24,68929,29.719224556938848
rónáin,cill,11,2693,35,3.0084757884716535,2.0084757884716535,11,2682,24,66236,2693,66260,35,68918,29.71501646680664
riain,uí,7,2137,14,4.011954508621184,3.0119545086211836,7,2130,7,66809,2137,66816,14,68939,29.68978951423061
theas,gharbh,6,18,888,4.693947334209732,3.6939473342097324,6,12,882,68053,18,68935,888,68065,29.661129946235697
shíoda,leaba,3,59,11,8.316213534003012,7.316213534003012,3,56,8,68886,59,68894,11,68942,29.658966163956535
ghorm,bhinn,3,66,10,8.291965987756335,7.291965987756335,3,63,7,68880,66,68887,10,68943,29.64301373924465
leamháin,ceapaigh,3,42,15,8.359080183614873,7.359080183614873,3,39,12,68899,42,68911,15,68938,29.64201966010568
chnoc,mainistir,5,143,50,5.591526269615243,4.591526269615243,5,138,45,68765,143,68810,50,68903,29.63197205076613
cheathrú,abhainn,4,519,7,6.246380050865509,5.246380050865509,4,515,3,68431,519,68434,7,68946,29.629159506235574
coill,cladhach,2,2,43,10.647060946578897,9.647060946578897,2,0,41,68910,2,68951,43,68910,29.61436307722907
múscán,alt,2,43,2,10.647060946578897,9.647060946578897,2,41,0,68910,43,68910,2,68951,29.61436307722907
pholaird,baile,7,8348,7,3.046110816121159,2.046110816121159,7,8341,0,60605,8348,60605,7,68946,29.56480439181053
